experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
trigger-0-unbounded-lhs-2-historically;4l;1.683;1.620;0.052;1.2837
trigger-0-unbounded-lhs-2-historically;8n;4.581;4.531;0.043;3.20336
trigger-0-unbounded-lhs-2-historically;8l;3.408;3.304;0.088;2.62071
trigger-0-unbounded-lhs-2-historically;baseline;0.390;0.364;0.016;0.280752
trigger-0-unbounded-lhs-2-historically;2n;0.880;0.848;0.022;0.647177
trigger-0-unbounded-lhs-2-historically;2l;0.830;0.795;0.027;0.628298
trigger-0-unbounded-lhs-2-historically;4n;2.039;2.002;0.031;1.46654
trigger-0-unbounded-lhs-2-historically;4l;1.682;1.619;0.048;1.27613
trigger-0-unbounded-lhs-2-historically;8n;4.761;4.713;0.040;3.38313
trigger-0-unbounded-lhs-2-historically;8l;3.469;3.352;0.086;2.67687
trigger-0-unbounded-lhs-2-historically;baseline;0.402;0.376;0.019;0.290954
trigger-0-unbounded-lhs-2-historically;2n;0.906;0.876;0.022;0.673898
trigger-0-unbounded-lhs-2-historically;2l;0.809;0.772;0.032;0.600651
trigger-0-unbounded-lhs-2-historically;4n;2.039;2.000;0.031;1.47509
trigger-0-unbounded-lhs-2-historically;4l;1.652;1.591;0.052;1.25509
trigger-0-unbounded-lhs-2-historically;8n;4.719;4.667;0.038;3.31936
trigger-0-unbounded-lhs-2-historically;8l;3.365;3.262;0.082;2.58537
trigger-0-unbounded-lhs-2-historically;baseline;0.385;0.361;0.015;0.278227
trigger-0-unbounded-lhs-2-historically;2n;0.889;0.858;0.026;0.658384
trigger-0-unbounded-lhs-2-historically;2l;0.800;0.760;0.031;0.589949
trigger-0-unbounded-lhs-2-historically;4n;2.024;1.984;0.027;1.43882
trigger-0-unbounded-lhs-2-historically;4l;1.675;1.614;0.048;1.27492
trigger-0-unbounded-lhs-2-historically;8n;4.827;4.775;0.038;3.46641
trigger-0-unbounded-lhs-2-historically;8l;3.441;3.339;0.082;2.65975
trigger-0-unbounded-lhs-2-historically;baseline;0.397;0.370;0.023;0.2855
trigger-0-unbounded-lhs-2-historically;2n;3.457;0.910;0.023;0.705179
trigger-0-unbounded-lhs-2-historically;2l;0.821;0.782;0.031;0.610496
trigger-0-unbounded-lhs-2-historically;4n;2.020;1.986;0.024;1.45657
trigger-0-unbounded-lhs-2-historically;4l;1.645;1.587;0.045;1.25113
trigger-0-unbounded-lhs-2-historically;8n;4.593;4.542;0.038;3.21455
trigger-0-unbounded-lhs-2-historically;8l;3.481;3.372;0.087;2.69222
trigger-0-unbounded-lhs-2-historically;baseline;0.408;0.381;0.016;0.293923
trigger-0-unbounded-lhs-2-historically;2n;0.901;0.870;0.022;0.670367
trigger-0-unbounded-lhs-2-historically;2l;0.812;0.775;0.031;0.60379
trigger-0-unbounded-lhs-2-historically;4n;2.011;1.973;0.028;1.43289
trigger-0-unbounded-lhs-2-historically;4l;1.637;1.570;0.050;1.23264
trigger-0-unbounded-lhs-2-historically;8n;4.682;4.628;0.042;3.30395
trigger-0-unbounded-lhs-2-historically;8l;3.410;3.281;0.085;2.59917
trigger-0-unbounded-lhs-2-historically;baseline;0.391;0.364;0.022;0.279553
trigger-0-unbounded-lhs-2-historically;2n;0.909;0.878;0.021;0.680058
trigger-0-unbounded-lhs-2-historically;2l;0.809;0.770;0.029;0.597266
trigger-0-unbounded-lhs-2-historically;4n;2.050;2.013;0.032;1.47577
trigger-0-unbounded-lhs-2-historically;4l;1.623;1.562;0.047;1.22715
trigger-0-unbounded-lhs-2-historically;8n;4.575;4.523;0.041;3.20988
trigger-0-unbounded-lhs-2-historically;8l;3.432;3.326;0.089;2.64439
trigger-0-unbounded-lhs-2-historically;baseline;0.402;0.376;0.021;0.291101
trigger-0-unbounded-lhs-2-historically;2n;0.913;0.882;0.027;0.684353
trigger-0-unbounded-lhs-2-historically;2l;0.838;0.800;0.033;0.632158
trigger-0-unbounded-lhs-2-historically;4n;2.039;2.003;0.027;1.46736
trigger-0-unbounded-lhs-2-historically;4l;1.655;1.595;0.045;1.26274
trigger-0-unbounded-lhs-2-historically;8n;4.584;4.533;0.042;3.20916
trigger-0-unbounded-lhs-2-historically;8l;3.427;3.322;0.090;2.65101
trigger-0-unbounded-lhs-2-historically;baseline;0.397;0.370;0.023;0.285378
trigger-0-unbounded-lhs-2-historically;2n;0.880;0.848;0.026;0.652082
trigger-0-unbounded-lhs-2-historically;2l;1.053;0.775;0.029;0.605923
trigger-0-unbounded-lhs-2-historically;4n;2.049;2.013;0.025;1.48838
trigger-0-unbounded-lhs-2-historically;4l;1.653;1.592;0.047;1.25421
trigger-0-unbounded-lhs-2-historically;8n;4.653;4.603;0.036;3.27716
trigger-0-unbounded-lhs-2-historically;8l;3.360;3.253;0.092;2.57911
trigger-0-unbounded-lhs-2-since;baseline;0.313;0.288;0.015;0.222008
trigger-0-unbounded-lhs-2-since;2n;0.712;0.681;0.020;0.541857
trigger-0-unbounded-lhs-2-since;2l;0.648;0.613;0.025;0.48199
trigger-0-unbounded-lhs-2-since;4n;1.589;1.554;0.027;1.16827
trigger-0-unbounded-lhs-2-since;4l;1.284;1.229;0.045;0.976932
trigger-0-unbounded-lhs-2-since;8n;3.598;3.554;0.033;2.57577
trigger-0-unbounded-lhs-2-since;8l;2.632;2.544;0.073;2.03554
trigger-0-unbounded-lhs-2-since;baseline;0.325;0.299;0.017;0.230477
trigger-0-unbounded-lhs-2-since;2n;0.719;0.688;0.022;0.546432
trigger-0-unbounded-lhs-2-since;2l;0.616;0.580;0.027;0.455154
trigger-0-unbounded-lhs-2-since;4n;1.671;1.632;0.031;1.24389
trigger-0-unbounded-lhs-2-since;4l;1.283;1.232;0.039;0.982602
trigger-0-unbounded-lhs-2-since;8n;4.209;3.712;0.035;2.73582
trigger-0-unbounded-lhs-2-since;8l;2.656;2.564;0.080;2.05225
trigger-0-unbounded-lhs-2-since;baseline;0.303;0.278;0.020;0.214897
trigger-0-unbounded-lhs-2-since;2n;0.711;0.680;0.021;0.537129
trigger-0-unbounded-lhs-2-since;2l;0.618;0.585;0.029;0.460779
trigger-0-unbounded-lhs-2-since;4n;1.584;1.549;0.028;1.15674
trigger-0-unbounded-lhs-2-since;4l;1.290;1.237;0.040;0.983987
trigger-0-unbounded-lhs-2-since;8n;3.758;3.709;0.035;2.69457
trigger-0-unbounded-lhs-2-since;8l;2.981;2.693;0.077;2.15563
trigger-0-unbounded-lhs-2-since;baseline;0.317;0.293;0.015;0.227865
trigger-0-unbounded-lhs-2-since;2n;0.758;0.724;0.025;0.578877
trigger-0-unbounded-lhs-2-since;2l;0.621;0.588;0.029;0.460571
trigger-0-unbounded-lhs-2-since;4n;1.572;1.538;0.025;1.15475
trigger-0-unbounded-lhs-2-since;4l;1.266;1.215;0.044;0.966022
trigger-0-unbounded-lhs-2-since;8n;3.735;3.689;0.040;2.69726
trigger-0-unbounded-lhs-2-since;8l;2.700;2.613;0.072;2.10665
trigger-0-unbounded-lhs-2-since;baseline;0.320;0.295;0.015;0.227911
trigger-0-unbounded-lhs-2-since;2n;0.700;0.669;0.021;0.528644
trigger-0-unbounded-lhs-2-since;2l;0.685;0.628;0.025;0.494773
trigger-0-unbounded-lhs-2-since;4n;1.581;1.546;0.025;1.15842
trigger-0-unbounded-lhs-2-since;4l;1.286;1.231;0.047;0.978209
trigger-0-unbounded-lhs-2-since;8n;3.664;3.619;0.039;2.61829
trigger-0-unbounded-lhs-2-since;8l;2.625;2.535;0.077;2.02969
trigger-0-unbounded-lhs-2-since;baseline;0.318;0.293;0.021;0.227371
trigger-0-unbounded-lhs-2-since;2n;0.712;0.682;0.021;0.539688
trigger-0-unbounded-lhs-2-since;2l;0.613;0.580;0.023;0.455016
trigger-0-unbounded-lhs-2-since;4n;1.629;1.593;0.028;1.20662
trigger-0-unbounded-lhs-2-since;4l;1.290;1.234;0.048;0.982756
trigger-0-unbounded-lhs-2-since;8n;3.593;3.548;0.038;2.56593
trigger-0-unbounded-lhs-2-since;8l;2.639;2.548;0.075;2.03895
trigger-0-unbounded-lhs-2-since;baseline;0.309;0.284;0.017;0.218301
trigger-0-unbounded-lhs-2-since;2n;0.721;0.691;0.024;0.547942
trigger-0-unbounded-lhs-2-since;2l;0.616;0.583;0.029;0.457905
trigger-0-unbounded-lhs-2-since;4n;1.595;1.554;0.031;1.17601
trigger-0-unbounded-lhs-2-since;4l;1.282;1.225;0.047;0.973163
trigger-0-unbounded-lhs-2-since;8n;3.683;3.638;0.037;2.64164
trigger-0-unbounded-lhs-2-since;8l;2.681;2.569;0.080;2.05503
trigger-0-unbounded-lhs-2-since;baseline;0.320;0.294;0.016;0.227626
trigger-0-unbounded-lhs-2-since;2n;0.709;0.676;0.025;0.532373
trigger-0-unbounded-lhs-2-since;2l;0.652;0.618;0.025;0.491319
trigger-0-unbounded-lhs-2-since;4n;1.589;1.553;0.028;1.16285
trigger-0-unbounded-lhs-2-since;4l;1.332;1.279;0.043;1.02897
trigger-0-unbounded-lhs-2-since;8n;3.617;3.573;0.039;2.58895
trigger-0-unbounded-lhs-2-since;8l;2.632;2.545;0.073;2.04138
trigger-0-unbounded-lhs-2-since;baseline;0.314;0.289;0.015;0.223722
trigger-0-unbounded-lhs-2-since;2n;0.696;0.666;0.021;0.526213
trigger-0-unbounded-lhs-2-since;2l;0.623;0.588;0.027;0.460739
trigger-0-unbounded-lhs-2-since;4n;1.612;1.570;0.032;1.18417
trigger-0-unbounded-lhs-2-since;4l;1.343;1.285;0.042;1.03443
trigger-0-unbounded-lhs-2-since;8n;3.575;3.531;0.033;2.55359
trigger-0-unbounded-lhs-2-since;8l;2.758;2.670;0.074;2.15894
trigger-0-unbounded-lhs-2-since;baseline;0.313;0.286;0.023;0.221632
trigger-0-unbounded-lhs-2-since;2n;0.716;0.684;0.027;0.539052
trigger-0-unbounded-lhs-2-since;2l;0.636;0.603;0.029;0.476502
trigger-0-unbounded-lhs-2-since;4n;1.579;1.538;0.031;1.15848
trigger-0-unbounded-lhs-2-since;4l;1.332;1.275;0.045;1.02416
trigger-0-unbounded-lhs-2-since;8n;3.578;3.531;0.034;2.55253
trigger-0-unbounded-lhs-2-since;8l;2.682;2.594;0.078;2.08458
