experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
trigger-0-bounded-lhs-0-historically;baseline;0.334;0.310;0.019;0.256721
trigger-0-bounded-lhs-0-historically;2n;0.784;0.752;0.026;0.636285
trigger-0-bounded-lhs-0-historically;2l;0.663;0.631;0.022;0.523256
trigger-0-bounded-lhs-0-historically;4n;1.777;1.740;0.031;1.40044
trigger-0-bounded-lhs-0-historically;4l;1.330;1.282;0.039;1.07626
trigger-0-bounded-lhs-0-historically;8n;3.937;3.888;0.036;3.02504
trigger-0-bounded-lhs-0-historically;8l;2.771;2.688;0.071;2.27401
trigger-0-bounded-lhs-0-historically;baseline;0.325;0.302;0.014;0.250506
trigger-0-bounded-lhs-0-historically;2n;0.790;0.760;0.020;0.648115
trigger-0-bounded-lhs-0-historically;2l;0.717;0.685;0.023;0.578648
trigger-0-bounded-lhs-0-historically;4n;1.891;1.845;0.034;1.487
trigger-0-bounded-lhs-0-historically;4l;1.500;1.431;0.055;1.22273
trigger-0-bounded-lhs-0-historically;8n;3.984;3.923;0.041;3.05658
trigger-0-bounded-lhs-0-historically;8l;2.733;2.654;0.073;2.23827
trigger-0-bounded-lhs-0-historically;baseline;0.320;0.297;0.014;0.24593
trigger-0-bounded-lhs-0-historically;2n;0.783;0.751;0.026;0.639641
trigger-0-bounded-lhs-0-historically;2l;0.714;0.680;0.027;0.573742
trigger-0-bounded-lhs-0-historically;4n;1.823;1.785;0.027;1.44331
trigger-0-bounded-lhs-0-historically;4l;1.347;1.296;0.042;1.0878
trigger-0-bounded-lhs-0-historically;8n;3.994;3.944;0.041;3.07765
trigger-0-bounded-lhs-0-historically;8l;2.650;2.570;0.066;2.16733
trigger-0-bounded-lhs-0-historically;baseline;0.344;0.319;0.017;0.266457
trigger-0-bounded-lhs-0-historically;2n;0.769;0.738;0.026;0.624428
trigger-0-bounded-lhs-0-historically;2l;0.695;0.663;0.027;0.558596
trigger-0-bounded-lhs-0-historically;4n;1.845;1.806;0.029;1.47032
trigger-0-bounded-lhs-0-historically;4l;1.378;1.323;0.040;1.11551
trigger-0-bounded-lhs-0-historically;8n;3.880;3.832;0.035;2.97845
trigger-0-bounded-lhs-0-historically;8l;2.636;2.551;0.073;2.15023
trigger-0-bounded-lhs-0-historically;baseline;0.345;0.320;0.015;0.265749
trigger-0-bounded-lhs-0-historically;2n;0.765;0.731;0.024;0.616199
trigger-0-bounded-lhs-0-historically;2l;0.696;0.645;0.024;0.538938
trigger-0-bounded-lhs-0-historically;4n;1.817;1.777;0.027;1.44682
trigger-0-bounded-lhs-0-historically;4l;1.328;1.279;0.038;1.07325
trigger-0-bounded-lhs-0-historically;8n;3.935;3.886;0.037;3.01443
trigger-0-bounded-lhs-0-historically;8l;2.695;2.614;0.066;2.20165
trigger-0-bounded-lhs-0-historically;baseline;0.319;0.295;0.018;0.244287
trigger-0-bounded-lhs-0-historically;2n;0.761;0.730;0.026;0.617418
trigger-0-bounded-lhs-0-historically;2l;0.653;0.620;0.023;0.516389
trigger-0-bounded-lhs-0-historically;4n;1.765;1.730;0.028;1.39893
trigger-0-bounded-lhs-0-historically;4l;1.365;1.318;0.041;1.11212
trigger-0-bounded-lhs-0-historically;8n;3.908;3.856;0.037;3.00189
trigger-0-bounded-lhs-0-historically;8l;2.639;2.559;0.071;2.15648
trigger-0-bounded-lhs-0-historically;baseline;0.328;0.303;0.021;0.251568
trigger-0-bounded-lhs-0-historically;2n;0.763;0.733;0.020;0.624
trigger-0-bounded-lhs-0-historically;2l;0.648;0.616;0.023;0.512132
trigger-0-bounded-lhs-0-historically;4n;1.721;1.684;0.026;1.34945
trigger-0-bounded-lhs-0-historically;4l;1.342;1.292;0.039;1.08526
trigger-0-bounded-lhs-0-historically;8n;3.854;3.806;0.036;2.9536
trigger-0-bounded-lhs-0-historically;8l;2.767;2.657;0.071;2.24626
trigger-0-bounded-lhs-0-historically;baseline;0.331;0.306;0.019;0.253757
trigger-0-bounded-lhs-0-historically;2n;0.757;0.728;0.020;0.61661
trigger-0-bounded-lhs-0-historically;2l;0.677;0.644;0.023;0.538081
trigger-0-bounded-lhs-0-historically;4n;1.987;1.934;0.036;1.57346
trigger-0-bounded-lhs-0-historically;4l;1.381;1.326;0.041;1.12156
trigger-0-bounded-lhs-0-historically;8n;3.851;3.804;0.035;2.94032
trigger-0-bounded-lhs-0-historically;8l;2.705;2.627;0.073;2.22478
trigger-0-bounded-lhs-0-historically;baseline;0.341;0.317;0.020;0.26484
trigger-0-bounded-lhs-0-historically;2n;0.742;0.712;0.026;0.600912
trigger-0-bounded-lhs-0-historically;2l;0.663;0.629;0.024;0.524376
trigger-0-bounded-lhs-0-historically;4n;1.718;1.678;0.026;1.34094
trigger-0-bounded-lhs-0-historically;4l;1.377;1.328;0.043;1.1237
trigger-0-bounded-lhs-0-historically;8n;3.866;3.817;0.040;2.96293
trigger-0-bounded-lhs-0-historically;8l;3.107;2.998;0.089;2.57849
trigger-0-bounded-lhs-0-historically;baseline;0.357;0.331;0.020;0.279269
trigger-0-bounded-lhs-0-historically;2n;0.772;0.741;0.020;0.629359
trigger-0-bounded-lhs-0-historically;2l;0.727;0.691;0.028;0.585761
trigger-0-bounded-lhs-0-historically;4n;1.757;1.720;0.028;1.3827
trigger-0-bounded-lhs-0-historically;4l;1.356;1.304;0.042;1.09938
trigger-0-bounded-lhs-0-historically;8n;3.894;3.846;0.035;2.99202
trigger-0-bounded-lhs-0-historically;8l;2.715;2.636;0.069;2.23692
trigger-0-bounded-lhs-0-since;baseline;0.237;0.215;0.017;0.179227
trigger-0-bounded-lhs-0-since;2n;0.531;0.502;0.019;0.427612
trigger-0-bounded-lhs-0-since;2l;0.477;0.457;0.013;0.393699
trigger-0-bounded-lhs-0-since;4n;1.196;1.161;0.029;0.985675
trigger-0-bounded-lhs-0-since;4l;0.866;0.842;0.015;0.717145
trigger-0-bounded-lhs-0-since;8n;2.690;2.645;0.033;2.09871
trigger-0-bounded-lhs-0-since;8l;1.812;1.779;0.025;1.53142
trigger-0-bounded-lhs-0-since;baseline;0.230;0.207;0.015;0.171488
trigger-0-bounded-lhs-0-since;2n;0.516;0.491;0.020;0.416978
trigger-0-bounded-lhs-0-since;2l;0.438;0.415;0.014;0.352421
trigger-0-bounded-lhs-0-since;4n;1.199;1.166;0.023;0.98941
trigger-0-bounded-lhs-0-since;4l;0.876;0.852;0.014;0.726901
trigger-0-bounded-lhs-0-since;8n;2.636;2.592;0.032;2.05577
trigger-0-bounded-lhs-0-since;8l;1.841;1.805;0.024;1.55307
trigger-0-bounded-lhs-0-since;baseline;0.227;0.203;0.017;0.16854
trigger-0-bounded-lhs-0-since;2n;0.546;0.520;0.017;0.442758
trigger-0-bounded-lhs-0-since;2l;0.460;0.440;0.014;0.377372
trigger-0-bounded-lhs-0-since;4n;1.228;1.198;0.023;1.02528
trigger-0-bounded-lhs-0-since;4l;0.877;0.852;0.018;0.72688
trigger-0-bounded-lhs-0-since;8n;2.661;2.617;0.032;2.06816
trigger-0-bounded-lhs-0-since;8l;1.846;1.813;0.025;1.56179
trigger-0-bounded-lhs-0-since;baseline;0.236;0.213;0.018;0.177742
trigger-0-bounded-lhs-0-since;2n;0.538;0.509;0.020;0.43253
trigger-0-bounded-lhs-0-since;2l;0.442;0.421;0.011;0.357268
trigger-0-bounded-lhs-0-since;4n;1.200;1.169;0.022;0.994108
trigger-0-bounded-lhs-0-since;4l;0.891;0.867;0.013;0.741924
trigger-0-bounded-lhs-0-since;8n;2.629;2.588;0.029;2.05207
trigger-0-bounded-lhs-0-since;8l;1.821;1.787;0.024;1.53724
trigger-0-bounded-lhs-0-since;baseline;0.234;0.210;0.016;0.174864
trigger-0-bounded-lhs-0-since;2n;0.537;0.510;0.018;0.435128
trigger-0-bounded-lhs-0-since;2l;0.429;0.409;0.011;0.348375
trigger-0-bounded-lhs-0-since;4n;1.263;1.231;0.027;1.05938
trigger-0-bounded-lhs-0-since;4l;0.875;0.850;0.015;0.727021
trigger-0-bounded-lhs-0-since;8n;2.752;2.709;0.031;2.17917
trigger-0-bounded-lhs-0-since;8l;1.828;1.792;0.026;1.54106
trigger-0-bounded-lhs-0-since;baseline;0.237;0.213;0.016;0.178622
trigger-0-bounded-lhs-0-since;2n;0.580;0.551;0.019;0.474948
trigger-0-bounded-lhs-0-since;2l;0.451;0.430;0.013;0.365614
trigger-0-bounded-lhs-0-since;4n;1.159;1.127;0.023;0.949558
trigger-0-bounded-lhs-0-since;4l;0.882;0.859;0.013;0.736107
trigger-0-bounded-lhs-0-since;8n;2.770;2.729;0.029;2.18922
trigger-0-bounded-lhs-0-since;8l;1.935;1.902;0.022;1.65237
trigger-0-bounded-lhs-0-since;baseline;0.251;0.227;0.016;0.191237
trigger-0-bounded-lhs-0-since;2n;0.519;0.492;0.017;0.416608
trigger-0-bounded-lhs-0-since;2l;0.444;0.423;0.012;0.360582
trigger-0-bounded-lhs-0-since;4n;1.195;1.162;0.029;0.987747
trigger-0-bounded-lhs-0-since;4l;0.931;0.904;0.019;0.778902
trigger-0-bounded-lhs-0-since;8n;2.853;2.800;0.032;2.25858
trigger-0-bounded-lhs-0-since;8l;1.962;1.930;0.021;1.67983
trigger-0-bounded-lhs-0-since;baseline;0.241;0.219;0.017;0.183762
trigger-0-bounded-lhs-0-since;2n;0.517;0.492;0.020;0.416967
trigger-0-bounded-lhs-0-since;2l;0.432;0.412;0.016;0.350703
trigger-0-bounded-lhs-0-since;4n;1.159;1.127;0.024;0.950224
trigger-0-bounded-lhs-0-since;4l;0.861;0.836;0.014;0.712639
trigger-0-bounded-lhs-0-since;8n;2.844;2.803;0.032;2.26885
trigger-0-bounded-lhs-0-since;8l;1.856;1.821;0.024;1.56916
trigger-0-bounded-lhs-0-since;baseline;0.226;0.203;0.014;0.168426
trigger-0-bounded-lhs-0-since;2n;0.522;0.496;0.017;0.421644
trigger-0-bounded-lhs-0-since;2l;0.464;0.443;0.016;0.381028
trigger-0-bounded-lhs-0-since;4n;1.204;1.170;0.028;0.997451
trigger-0-bounded-lhs-0-since;4l;0.878;0.854;0.016;0.729021
trigger-0-bounded-lhs-0-since;8n;2.653;2.612;0.031;2.07513
trigger-0-bounded-lhs-0-since;8l;1.816;1.785;0.020;1.53931
trigger-0-bounded-lhs-0-since;baseline;0.244;0.220;0.015;0.185486
trigger-0-bounded-lhs-0-since;2n;0.523;0.494;0.018;0.419944
trigger-0-bounded-lhs-0-since;2l;0.430;0.408;0.012;0.346805
trigger-0-bounded-lhs-0-since;4n;1.182;1.150;0.021;0.972132
trigger-0-bounded-lhs-0-since;4l;0.875;0.852;0.013;0.72989
trigger-0-bounded-lhs-0-since;8n;2.614;2.571;0.031;2.03724
trigger-0-bounded-lhs-0-since;8l;1.816;1.784;0.021;1.5361
trigger-0-bounded-lhs-1-historically;baseline;0.522;0.493;0.019;0.413619
trigger-0-bounded-lhs-1-historically;2n;1.151;1.116;0.030;0.927043
trigger-0-bounded-lhs-1-historically;2l;1.086;1.009;0.031;0.849491
trigger-0-bounded-lhs-1-historically;4n;2.605;2.562;0.037;1.98077
trigger-0-bounded-lhs-1-historically;4l;2.042;1.974;0.058;1.65801
trigger-0-bounded-lhs-1-historically;8n;5.988;5.924;0.055;4.53902
trigger-0-bounded-lhs-1-historically;8l;4.206;4.092;0.100;3.44719
trigger-0-bounded-lhs-1-historically;baseline;0.501;0.472;0.019;0.393814
trigger-0-bounded-lhs-1-historically;2n;1.136;1.100;0.026;0.91013
trigger-0-bounded-lhs-1-historically;2l;1.043;0.999;0.034;0.843805
trigger-0-bounded-lhs-1-historically;4n;2.698;2.655;0.036;2.09238
trigger-0-bounded-lhs-1-historically;4l;2.066;1.989;0.061;1.6711
trigger-0-bounded-lhs-1-historically;8n;6.026;5.961;0.055;4.54852
trigger-0-bounded-lhs-1-historically;8l;4.215;4.049;0.098;3.40669
trigger-0-bounded-lhs-1-historically;baseline;0.503;0.473;0.025;0.394808
trigger-0-bounded-lhs-1-historically;2n;1.183;1.145;0.028;0.950499
trigger-0-bounded-lhs-1-historically;2l;1.031;0.988;0.032;0.831215
trigger-0-bounded-lhs-1-historically;4n;2.609;2.567;0.030;1.9928
trigger-0-bounded-lhs-1-historically;4l;2.118;2.052;0.053;1.73363
trigger-0-bounded-lhs-1-historically;8n;6.007;5.944;0.051;4.55896
trigger-0-bounded-lhs-1-historically;8l;4.134;4.027;0.094;3.38253
trigger-0-bounded-lhs-1-historically;baseline;0.500;0.471;0.021;0.39275
trigger-0-bounded-lhs-1-historically;2n;1.160;1.122;0.027;0.929561
trigger-0-bounded-lhs-1-historically;2l;1.042;0.998;0.035;0.840333
trigger-0-bounded-lhs-1-historically;4n;2.617;2.574;0.032;1.99537
trigger-0-bounded-lhs-1-historically;4l;2.049;1.978;0.055;1.66291
trigger-0-bounded-lhs-1-historically;8n;6.063;5.998;0.052;4.60693
trigger-0-bounded-lhs-1-historically;8l;4.159;4.041;0.099;3.39361
trigger-0-bounded-lhs-1-historically;baseline;0.513;0.482;0.022;0.401053
trigger-0-bounded-lhs-1-historically;2n;1.129;1.091;0.032;0.903534
trigger-0-bounded-lhs-1-historically;2l;1.023;0.980;0.034;0.822948
trigger-0-bounded-lhs-1-historically;4n;2.597;2.554;0.032;1.97888
trigger-0-bounded-lhs-1-historically;4l;2.034;1.965;0.054;1.6518
trigger-0-bounded-lhs-1-historically;8n;5.950;5.887;0.049;4.48997
trigger-0-bounded-lhs-1-historically;8l;4.193;4.074;0.104;3.42648
trigger-0-bounded-lhs-1-historically;baseline;0.497;0.468;0.019;0.389822
trigger-0-bounded-lhs-1-historically;2n;1.155;1.119;0.031;0.926982
trigger-0-bounded-lhs-1-historically;2l;1.044;0.974;0.032;0.816723
trigger-0-bounded-lhs-1-historically;4n;2.659;2.615;0.034;2.03073
trigger-0-bounded-lhs-1-historically;4l;2.075;2.007;0.057;1.69063
trigger-0-bounded-lhs-1-historically;8n;5.913;5.849;0.055;4.44169
trigger-0-bounded-lhs-1-historically;8l;4.169;4.055;0.101;3.4128
trigger-0-bounded-lhs-1-historically;baseline;0.536;0.507;0.023;0.429033
trigger-0-bounded-lhs-1-historically;2n;1.204;1.168;0.025;0.979636
trigger-0-bounded-lhs-1-historically;2l;1.029;0.985;0.033;0.829086
trigger-0-bounded-lhs-1-historically;4n;2.714;2.670;0.032;2.09449
trigger-0-bounded-lhs-1-historically;4l;2.081;2.017;0.053;1.70026
trigger-0-bounded-lhs-1-historically;8n;5.897;5.834;0.048;4.44517
trigger-0-bounded-lhs-1-historically;8l;4.224;4.072;0.101;3.41589
trigger-0-bounded-lhs-1-historically;baseline;0.519;0.488;0.020;0.409062
trigger-0-bounded-lhs-1-historically;2n;1.152;1.112;0.026;0.922225
trigger-0-bounded-lhs-1-historically;2l;0.996;0.954;0.036;0.797149
trigger-0-bounded-lhs-1-historically;4n;2.604;2.561;0.038;1.98766
trigger-0-bounded-lhs-1-historically;4l;2.080;2.012;0.062;1.6983
trigger-0-bounded-lhs-1-historically;8n;5.928;5.864;0.050;4.47516
trigger-0-bounded-lhs-1-historically;8l;4.139;4.021;0.103;3.37901
trigger-0-bounded-lhs-1-historically;baseline;0.519;0.490;0.024;0.411586
trigger-0-bounded-lhs-1-historically;2n;1.133;1.099;0.025;0.909041
trigger-0-bounded-lhs-1-historically;2l;1.013;0.968;0.037;0.811302
trigger-0-bounded-lhs-1-historically;4n;2.617;2.575;0.033;1.99301
trigger-0-bounded-lhs-1-historically;4l;2.099;2.028;0.054;1.71548
trigger-0-bounded-lhs-1-historically;8n;6.329;6.264;0.051;4.85202
trigger-0-bounded-lhs-1-historically;8l;4.176;4.063;0.096;3.41539
trigger-0-bounded-lhs-1-historically;baseline;0.503;0.473;0.025;0.394353
trigger-0-bounded-lhs-1-historically;2n;1.159;1.122;0.025;0.928795
trigger-0-bounded-lhs-1-historically;2l;1.027;0.984;0.033;0.828317
trigger-0-bounded-lhs-1-historically;4n;2.706;2.663;0.037;2.08172
trigger-0-bounded-lhs-1-historically;4l;2.071;2.002;0.053;1.68397
trigger-0-bounded-lhs-1-historically;8n;6.203;6.139;0.050;4.73479
trigger-0-bounded-lhs-1-historically;8l;4.174;4.062;0.103;3.42505
trigger-0-bounded-lhs-1-since;baseline;0.399;0.371;0.021;0.309582
trigger-0-bounded-lhs-1-since;2n;0.908;0.875;0.023;0.731138
trigger-0-bounded-lhs-1-since;2l;0.806;0.767;0.034;0.644609
trigger-0-bounded-lhs-1-since;4n;2.130;2.073;0.034;1.67054
trigger-0-bounded-lhs-1-since;4l;1.650;1.586;0.054;1.33795
trigger-0-bounded-lhs-1-since;8n;4.573;4.516;0.041;3.47924
trigger-0-bounded-lhs-1-since;8l;3.324;3.225;0.084;2.73402
trigger-0-bounded-lhs-1-since;baseline;0.392;0.366;0.016;0.303113
trigger-0-bounded-lhs-1-since;2n;0.908;0.873;0.026;0.727804
trigger-0-bounded-lhs-1-since;2l;0.784;0.741;0.034;0.620355
trigger-0-bounded-lhs-1-since;4n;2.015;1.974;0.035;1.58354
trigger-0-bounded-lhs-1-since;4l;1.640;1.579;0.047;1.33381
trigger-0-bounded-lhs-1-since;8n;4.565;4.513;0.039;3.4777
trigger-0-bounded-lhs-1-since;8l;3.377;3.239;0.092;2.74248
trigger-0-bounded-lhs-1-since;baseline;0.390;0.363;0.022;0.302023
trigger-0-bounded-lhs-1-since;2n;0.903;0.870;0.023;0.728225
trigger-0-bounded-lhs-1-since;2l;0.779;0.741;0.028;0.620414
trigger-0-bounded-lhs-1-since;4n;2.100;2.033;0.038;1.6307
trigger-0-bounded-lhs-1-since;4l;1.623;1.562;0.049;1.31479
trigger-0-bounded-lhs-1-since;8n;4.734;4.664;0.050;3.59367
trigger-0-bounded-lhs-1-since;8l;3.307;3.206;0.084;2.71418
trigger-0-bounded-lhs-1-since;baseline;0.393;0.363;0.021;0.300848
trigger-0-bounded-lhs-1-since;2n;0.910;0.875;0.025;0.733556
trigger-0-bounded-lhs-1-since;2l;0.777;0.739;0.028;0.619083
trigger-0-bounded-lhs-1-since;4n;2.080;2.040;0.035;1.63498
trigger-0-bounded-lhs-1-since;4l;1.613;1.557;0.050;1.31028
trigger-0-bounded-lhs-1-since;8n;4.952;4.896;0.046;3.83353
trigger-0-bounded-lhs-1-since;8l;3.623;3.515;0.101;2.98391
trigger-0-bounded-lhs-1-since;baseline;0.433;0.402;0.025;0.335988
trigger-0-bounded-lhs-1-since;2n;0.946;0.913;0.024;0.76072
trigger-0-bounded-lhs-1-since;2l;0.893;0.850;0.034;0.717183
trigger-0-bounded-lhs-1-since;4n;2.249;2.208;0.036;1.77958
trigger-0-bounded-lhs-1-since;4l;1.822;1.735;0.055;1.46849
trigger-0-bounded-lhs-1-since;8n;5.199;5.124;0.048;4.0086
trigger-0-bounded-lhs-1-since;8l;3.575;3.474;0.092;2.95051
trigger-0-bounded-lhs-1-since;baseline;0.422;0.395;0.018;0.330706
trigger-0-bounded-lhs-1-since;2n;0.954;0.919;0.028;0.768379
trigger-0-bounded-lhs-1-since;2l;0.865;0.827;0.028;0.69814
trigger-0-bounded-lhs-1-since;4n;2.155;2.113;0.033;1.70088
trigger-0-bounded-lhs-1-since;4l;1.796;1.736;0.051;1.47079
trigger-0-bounded-lhs-1-since;8n;5.030;4.979;0.043;3.86763
trigger-0-bounded-lhs-1-since;8l;3.915;3.771;0.099;3.21234
trigger-0-bounded-lhs-1-since;baseline;0.445;0.416;0.024;0.352212
trigger-0-bounded-lhs-1-since;2n;1.040;0.981;0.027;0.825855
trigger-0-bounded-lhs-1-since;2l;0.888;0.848;0.035;0.718014
trigger-0-bounded-lhs-1-since;4n;2.289;2.243;0.042;1.81557
trigger-0-bounded-lhs-1-since;4l;1.878;1.805;0.052;1.53883
trigger-0-bounded-lhs-1-since;8n;5.110;5.059;0.041;3.95372
trigger-0-bounded-lhs-1-since;8l;3.726;3.623;0.091;3.07626
trigger-0-bounded-lhs-1-since;baseline;0.437;0.409;0.017;0.342916
trigger-0-bounded-lhs-1-since;2n;0.993;0.958;0.029;0.803842
trigger-0-bounded-lhs-1-since;2l;0.878;0.837;0.032;0.709449
trigger-0-bounded-lhs-1-since;4n;2.249;2.210;0.030;1.78193
trigger-0-bounded-lhs-1-since;4l;1.813;1.751;0.054;1.48038
trigger-0-bounded-lhs-1-since;8n;5.158;5.103;0.043;3.99043
trigger-0-bounded-lhs-1-since;8l;3.524;3.369;0.094;2.86075
trigger-0-bounded-lhs-1-since;baseline;0.409;0.383;0.017;0.321721
trigger-0-bounded-lhs-1-since;2n;0.952;0.917;0.025;0.77241
trigger-0-bounded-lhs-1-since;2l;0.795;0.757;0.029;0.634917
trigger-0-bounded-lhs-1-since;4n;2.082;2.033;0.029;1.62982
trigger-0-bounded-lhs-1-since;4l;1.654;1.596;0.047;1.34486
trigger-0-bounded-lhs-1-since;8n;4.640;4.588;0.045;3.54076
trigger-0-bounded-lhs-1-since;8l;3.351;3.254;0.088;2.75358
trigger-0-bounded-lhs-1-since;baseline;0.400;0.373;0.020;0.310939
trigger-0-bounded-lhs-1-since;2n;0.882;0.848;0.024;0.706458
trigger-0-bounded-lhs-1-since;2l;0.802;0.761;0.030;0.639354
trigger-0-bounded-lhs-1-since;4n;2.059;2.018;0.030;1.61175
trigger-0-bounded-lhs-1-since;4l;1.618;1.559;0.049;1.31159
trigger-0-bounded-lhs-1-since;8n;4.558;4.506;0.039;3.47801
trigger-0-bounded-lhs-1-since;8l;3.345;3.246;0.090;2.74536
trigger-0-bounded-lhs-2-historically;baseline;0.526;0.494;0.026;0.408184
trigger-0-bounded-lhs-2-historically;2n;1.173;1.135;0.028;0.930439
trigger-0-bounded-lhs-2-historically;2l;1.030;0.988;0.032;0.823183
trigger-0-bounded-lhs-2-historically;4n;2.568;2.525;0.032;1.93178
trigger-0-bounded-lhs-2-historically;4l;2.129;2.027;0.054;1.69184
trigger-0-bounded-lhs-2-historically;8n;5.994;5.930;0.050;4.50266
trigger-0-bounded-lhs-2-historically;8l;4.222;4.096;0.104;3.44587
trigger-0-bounded-lhs-2-historically;baseline;0.530;0.499;0.022;0.415843
trigger-0-bounded-lhs-2-historically;2n;1.134;1.091;0.029;0.891711
trigger-0-bounded-lhs-2-historically;2l;1.024;0.981;0.038;0.814693
trigger-0-bounded-lhs-2-historically;4n;2.620;2.575;0.035;1.97296
trigger-0-bounded-lhs-2-historically;4l;2.118;2.056;0.051;1.72593
trigger-0-bounded-lhs-2-historically;8n;5.899;5.837;0.052;4.42182
trigger-0-bounded-lhs-2-historically;8l;4.306;4.180;0.104;3.52053
trigger-0-bounded-lhs-2-historically;baseline;0.499;0.471;0.019;0.388004
trigger-0-bounded-lhs-2-historically;2n;1.207;1.173;0.025;0.971142
trigger-0-bounded-lhs-2-historically;2l;1.030;0.986;0.039;0.817963
trigger-0-bounded-lhs-2-historically;4n;2.590;2.546;0.039;1.94684
trigger-0-bounded-lhs-2-historically;4l;2.047;1.977;0.061;1.64612
trigger-0-bounded-lhs-2-historically;8n;5.949;5.886;0.053;4.46104
trigger-0-bounded-lhs-2-historically;8l;4.224;4.091;0.102;3.42877
trigger-0-bounded-lhs-2-historically;baseline;0.500;0.471;0.020;0.387073
trigger-0-bounded-lhs-2-historically;2n;1.148;1.110;0.028;0.905885
trigger-0-bounded-lhs-2-historically;2l;1.015;0.975;0.030;0.810149
trigger-0-bounded-lhs-2-historically;4n;2.580;2.535;0.032;1.9407
trigger-0-bounded-lhs-2-historically;4l;2.047;1.979;0.056;1.64733
trigger-0-bounded-lhs-2-historically;8n;5.906;5.834;0.051;4.40745
trigger-0-bounded-lhs-2-historically;8l;4.374;4.261;0.096;3.60868
trigger-0-bounded-lhs-2-historically;baseline;0.537;0.507;0.024;0.422744
trigger-0-bounded-lhs-2-historically;2n;1.125;1.084;0.032;0.885156
trigger-0-bounded-lhs-2-historically;2l;1.033;0.987;0.034;0.821541
trigger-0-bounded-lhs-2-historically;4n;2.591;2.547;0.037;1.95564
trigger-0-bounded-lhs-2-historically;4l;2.072;2.007;0.057;1.6707
trigger-0-bounded-lhs-2-historically;8n;5.901;5.840;0.050;4.41932
trigger-0-bounded-lhs-2-historically;8l;4.226;4.109;0.096;3.45841
trigger-0-bounded-lhs-2-historically;baseline;0.524;0.491;0.024;0.404035
trigger-0-bounded-lhs-2-historically;2n;1.186;1.149;0.027;0.951887
trigger-0-bounded-lhs-2-historically;2l;1.029;0.984;0.034;0.813516
trigger-0-bounded-lhs-2-historically;4n;2.561;2.518;0.032;1.92907
trigger-0-bounded-lhs-2-historically;4l;2.148;2.045;0.058;1.71005
trigger-0-bounded-lhs-2-historically;8n;5.983;5.919;0.055;4.49652
trigger-0-bounded-lhs-2-historically;8l;4.230;4.115;0.103;3.45088
trigger-0-bounded-lhs-2-historically;baseline;0.515;0.487;0.019;0.402161
trigger-0-bounded-lhs-2-historically;2n;1.157;1.119;0.032;0.915694
trigger-0-bounded-lhs-2-historically;2l;1.050;1.006;0.035;0.839126
trigger-0-bounded-lhs-2-historically;4n;2.591;2.548;0.039;1.95247
trigger-0-bounded-lhs-2-historically;4l;2.057;1.987;0.057;1.65227
trigger-0-bounded-lhs-2-historically;8n;6.095;6.031;0.049;4.58574
trigger-0-bounded-lhs-2-historically;8l;4.314;4.193;0.109;3.5376
trigger-0-bounded-lhs-2-historically;baseline;0.552;0.497;0.021;0.408183
trigger-0-bounded-lhs-2-historically;2n;1.153;1.117;0.028;0.911612
trigger-0-bounded-lhs-2-historically;2l;1.021;0.979;0.036;0.812937
trigger-0-bounded-lhs-2-historically;4n;2.663;2.619;0.039;2.0142
trigger-0-bounded-lhs-2-historically;4l;2.053;1.988;0.053;1.65491
trigger-0-bounded-lhs-2-historically;8n;5.966;5.906;0.052;4.48347
trigger-0-bounded-lhs-2-historically;8l;4.186;4.065;0.102;3.41207
trigger-0-bounded-lhs-2-historically;baseline;0.512;0.481;0.025;0.396042
trigger-0-bounded-lhs-2-historically;2n;1.178;1.141;0.028;0.93952
trigger-0-bounded-lhs-2-historically;2l;1.039;0.995;0.033;0.827947
trigger-0-bounded-lhs-2-historically;4n;2.559;2.517;0.036;1.92397
trigger-0-bounded-lhs-2-historically;4l;2.057;1.995;0.051;1.66559
trigger-0-bounded-lhs-2-historically;8n;5.853;5.787;0.046;4.37022
trigger-0-bounded-lhs-2-historically;8l;4.228;4.114;0.100;3.46309
trigger-0-bounded-lhs-2-historically;baseline;0.502;0.473;0.019;0.388261
trigger-0-bounded-lhs-2-historically;2n;1.161;1.124;0.025;0.919481
trigger-0-bounded-lhs-2-historically;2l;1.030;0.987;0.037;0.819645
trigger-0-bounded-lhs-2-historically;4n;2.577;2.531;0.033;1.93185
trigger-0-bounded-lhs-2-historically;4l;2.105;2.035;0.057;1.70103
trigger-0-bounded-lhs-2-historically;8n;6.135;6.073;0.050;4.66916
trigger-0-bounded-lhs-2-historically;8l;4.359;4.240;0.104;3.58944
trigger-0-bounded-lhs-2-since;baseline;0.421;0.394;0.022;0.326058
trigger-0-bounded-lhs-2-since;2n;0.903;0.868;0.029;0.718488
trigger-0-bounded-lhs-2-since;2l;0.806;0.768;0.033;0.635257
trigger-0-bounded-lhs-2-since;4n;2.047;2.004;0.033;1.57969
trigger-0-bounded-lhs-2-since;4l;1.665;1.603;0.053;1.34322
trigger-0-bounded-lhs-2-since;8n;4.617;4.562;0.044;3.54707
trigger-0-bounded-lhs-2-since;8l;3.294;3.196;0.086;2.69325
