experiment;asymptotic;native real time;native user time;native sys time;native trigger time;native meval time
trigger-0-unbounded-lhs-2-historically;baseline;7.385;7.247;0.116;1.32278;3.27577
trigger-0-unbounded-lhs-2-historically;2n;16.617;16.417;0.167;3.15654;7.15818
trigger-0-unbounded-lhs-2-historically;2l;14.764;14.528;0.214;2.55341;6.38166
trigger-0-unbounded-lhs-2-historically;4n;36.423;36.084;0.290;7.49428;15.972
trigger-0-unbounded-lhs-2-historically;4l;30.062;29.591;0.421;5.29611;13.1274
trigger-0-unbounded-lhs-2-historically;baseline;7.313;7.173;0.115;1.28176;3.19946
trigger-0-unbounded-lhs-2-historically;2n;17.001;16.808;0.170;3.27172;7.51074
trigger-0-unbounded-lhs-2-historically;2l;15.454;15.182;0.217;2.79556;6.94796
trigger-0-unbounded-lhs-2-historically;4n;36.433;36.100;0.299;7.54598;16.0033
trigger-0-unbounded-lhs-2-historically;4l;30.673;30.183;0.414;5.37636;13.7234
trigger-0-unbounded-lhs-2-historically;baseline;7.335;7.146;0.113;1.27646;3.19793
trigger-0-unbounded-lhs-2-historically;2n;16.466;16.270;0.164;3.08773;7.03967
trigger-0-unbounded-lhs-2-historically;2l;15.369;15.063;0.211;2.67246;6.83659
trigger-0-unbounded-lhs-2-historically;4n;37.026;36.693;0.305;7.55064;16.5591
trigger-0-unbounded-lhs-2-historically;4l;29.890;29.389;0.414;5.17251;12.9871
trigger-0-unbounded-lhs-2-historically;baseline;7.303;7.165;0.117;1.28289;3.20393
trigger-0-unbounded-lhs-2-historically;2n;16.885;16.654;0.164;3.12461;7.39647
trigger-0-unbounded-lhs-2-historically;2l;15.487;15.249;0.217;2.93389;7.07452
trigger-0-unbounded-lhs-2-historically;4n;37.411;37.074;0.302;7.60204;16.7665
trigger-0-unbounded-lhs-2-historically;4l;31.538;30.908;0.424;5.35147;13.8712
trigger-0-unbounded-lhs-2-historically;baseline;7.555;7.403;0.126;1.3238;3.31116
trigger-0-unbounded-lhs-2-historically;2n;17.489;17.272;0.182;3.31262;7.64602
trigger-0-unbounded-lhs-2-historically;2l;15.724;15.475;0.225;2.74495;6.98509
trigger-0-unbounded-lhs-2-historically;4n;38.990;38.640;0.324;8.52084;17.9003
trigger-0-unbounded-lhs-2-historically;4l;31.869;31.323;0.444;5.49839;14.1327
trigger-0-unbounded-lhs-2-historically;baseline;7.668;7.517;0.124;1.39234;3.42524
trigger-0-unbounded-lhs-2-historically;2n;17.184;16.951;0.179;3.23763;7.37192
trigger-0-unbounded-lhs-2-historically;2l;15.268;15.015;0.223;2.63122;6.55199
trigger-0-unbounded-lhs-2-historically;4n;38.474;38.093;0.320;7.86096;17.1873
trigger-0-unbounded-lhs-2-historically;4l;31.669;31.112;0.440;5.44432;14.0032
trigger-0-unbounded-lhs-2-historically;baseline;7.715;7.569;0.118;1.33545;3.45944
trigger-0-unbounded-lhs-2-historically;2n;17.032;16.836;0.173;3.1767;7.229
trigger-0-unbounded-lhs-2-historically;2l;15.793;15.503;0.227;2.91462;7.12198
trigger-0-unbounded-lhs-2-historically;4n;38.093;37.702;0.328;7.95864;16.7836
trigger-0-unbounded-lhs-2-historically;4l;30.953;30.442;0.436;5.35196;13.425
trigger-0-unbounded-lhs-2-historically;baseline;7.551;7.404;0.123;1.32884;3.31936
trigger-0-unbounded-lhs-2-historically;2n;17.630;17.413;0.180;3.31403;7.73367
trigger-0-unbounded-lhs-2-historically;2l;15.670;15.345;0.227;2.66293;6.89365
trigger-0-unbounded-lhs-2-historically;4n;39.309;38.855;0.373;8.22117;17.342
trigger-0-unbounded-lhs-2-historically;4l;31.315;30.779;0.439;5.52818;13.6856
trigger-0-unbounded-lhs-2-historically;baseline;7.723;7.544;0.118;1.39176;3.43473
trigger-0-unbounded-lhs-2-historically;2n;17.039;16.833;0.181;3.19107;7.23593
trigger-0-unbounded-lhs-2-historically;2l;15.469;15.167;0.223;2.73097;6.721
trigger-0-unbounded-lhs-2-historically;4n;37.609;37.261;0.323;7.80889;16.5656
trigger-0-unbounded-lhs-2-historically;4l;31.109;30.526;0.444;5.39147;13.5001
trigger-0-unbounded-lhs-2-historically;baseline;7.595;7.447;0.118;1.35984;3.3616
trigger-0-unbounded-lhs-2-historically;2n;17.611;17.394;0.180;3.52744;7.88654
trigger-0-unbounded-lhs-2-historically;2l;15.428;15.137;0.220;2.72965;6.75064
trigger-0-unbounded-lhs-2-historically;4n;40.748;39.908;0.416;8.59225;18.1212
trigger-0-unbounded-lhs-2-historically;4l;30.964;30.459;0.445;5.40053;13.496
trigger-0-unbounded-lhs-2-since;baseline;5.743;5.620;0.101;0.784126;2.5537
trigger-0-unbounded-lhs-2-since;2n;12.712;12.523;0.151;1.75072;5.29759
trigger-0-unbounded-lhs-2-since;2l;11.275;11.040;0.206;1.54605;4.92312
trigger-0-unbounded-lhs-2-since;4n;27.854;27.569;0.246;4.52574;11.7305
trigger-0-unbounded-lhs-2-since;4l;22.780;22.291;0.378;2.95877;9.75625
trigger-0-unbounded-lhs-2-since;baseline;5.562;5.440;0.099;0.767536;2.40568
trigger-0-unbounded-lhs-2-since;2n;12.367;12.200;0.150;1.74516;5.0793
trigger-0-unbounded-lhs-2-since;2l;11.340;11.079;0.211;1.55879;4.94662
trigger-0-unbounded-lhs-2-since;4n;27.659;27.398;0.236;4.4899;11.6093
trigger-0-unbounded-lhs-2-since;4l;22.758;22.326;0.367;3.05732;9.93586
trigger-0-unbounded-lhs-2-since;baseline;5.736;5.612;0.106;0.777937;2.54542
trigger-0-unbounded-lhs-2-since;2n;12.651;12.480;0.151;1.77337;5.33481
trigger-0-unbounded-lhs-2-since;2l;11.224;10.944;0.194;1.48061;4.8562
trigger-0-unbounded-lhs-2-since;4n;27.591;27.324;0.237;4.41485;11.521
trigger-0-unbounded-lhs-2-since;4l;23.632;23.229;0.376;3.49242;10.7876
trigger-0-unbounded-lhs-2-since;baseline;5.877;5.722;0.119;0.80869;2.61174
trigger-0-unbounded-lhs-2-since;2n;12.744;12.557;0.157;1.88358;5.3196
trigger-0-unbounded-lhs-2-since;2l;12.935;12.627;0.257;1.95534;5.99438
trigger-0-unbounded-lhs-2-since;4n;27.740;27.458;0.242;4.38104;11.5862
trigger-0-unbounded-lhs-2-since;4l;23.157;22.709;0.376;3.22233;10.1488
trigger-0-unbounded-lhs-2-since;baseline;5.707;5.585;0.108;0.793154;2.47763
trigger-0-unbounded-lhs-2-since;2n;13.730;13.533;0.154;2.11533;5.81368
trigger-0-unbounded-lhs-2-since;2l;11.897;11.679;0.192;1.58645;5.19587
trigger-0-unbounded-lhs-2-since;4n;30.155;29.898;0.231;4.82826;13.0376
trigger-0-unbounded-lhs-2-since;4l;24.613;24.199;0.349;3.37521;11.0973
trigger-0-unbounded-lhs-2-since;baseline;5.680;5.560;0.107;0.77107;2.50483
trigger-0-unbounded-lhs-2-since;2n;12.839;12.645;0.149;1.90547;5.48253
trigger-0-unbounded-lhs-2-since;2l;11.107;10.883;0.202;1.45654;4.83249
trigger-0-unbounded-lhs-2-since;4n;27.462;27.192;0.238;4.3588;11.5329
trigger-0-unbounded-lhs-2-since;4l;23.326;22.897;0.376;3.13094;10.4137
trigger-0-unbounded-lhs-2-since;baseline;5.520;5.399;0.108;0.728048;2.35723
trigger-0-unbounded-lhs-2-since;2n;12.697;12.524;0.146;1.74968;5.32872
trigger-0-unbounded-lhs-2-since;2l;11.209;10.984;0.203;1.51017;4.91209
trigger-0-unbounded-lhs-2-since;4n;27.604;27.328;0.233;4.37342;11.6141
trigger-0-unbounded-lhs-2-since;4l;23.156;22.669;0.371;3.21209;10.1113
trigger-0-unbounded-lhs-2-since;baseline;5.857;5.734;0.103;0.80275;2.61144
trigger-0-unbounded-lhs-2-since;2n;12.732;12.562;0.146;1.81357;5.3751
trigger-0-unbounded-lhs-2-since;2l;11.618;11.367;0.199;1.70539;5.29495
trigger-0-unbounded-lhs-2-since;4n;27.534;27.281;0.234;4.35245;11.5885
trigger-0-unbounded-lhs-2-since;4l;22.707;22.299;0.377;2.96593;9.75814
trigger-0-unbounded-lhs-2-since;baseline;5.682;5.528;0.103;0.725797;2.4507
trigger-0-unbounded-lhs-2-since;2n;12.552;12.380;0.150;1.77454;5.17565
trigger-0-unbounded-lhs-2-since;2l;11.335;11.098;0.205;1.56226;4.98507
trigger-0-unbounded-lhs-2-since;4n;28.261;27.971;0.239;4.5478;12.2127
trigger-0-unbounded-lhs-2-since;4l;22.675;22.212;0.374;2.96079;9.73546
trigger-0-unbounded-lhs-2-since;baseline;5.609;5.481;0.111;0.734043;2.38721
trigger-0-unbounded-lhs-2-since;2n;12.486;12.301;0.152;1.7717;5.12849
trigger-0-unbounded-lhs-2-since;2l;11.205;10.979;0.209;1.47656;4.88924
trigger-0-unbounded-lhs-2-since;4n;27.570;27.248;0.237;4.3513;11.4856
trigger-0-unbounded-lhs-2-since;4l;23.229;22.766;0.373;3.22332;10.2157
trigger-a-unbounded-lhs-2-historically;baseline;12.960;12.852;0.093;6.61555;8.71578
trigger-a-unbounded-lhs-2-historically;2n;28.775;28.574;0.181;15.1701;19.6295
trigger-a-unbounded-lhs-2-historically;2l;28.525;28.327;0.175;15.2788;19.5336
trigger-a-unbounded-lhs-2-historically;4n;62.190;61.808;0.356;33.5222;42.2041
trigger-a-unbounded-lhs-2-historically;4l;62.339;61.961;0.350;35.1437;43.9504
trigger-a-unbounded-lhs-2-historically;baseline;12.928;12.826;0.088;6.60256;8.71275
trigger-a-unbounded-lhs-2-historically;2n;29.007;28.786;0.179;15.2821;19.7866
trigger-a-unbounded-lhs-2-historically;2l;28.538;28.344;0.173;15.2214;19.5065
trigger-a-unbounded-lhs-2-historically;4n;62.175;61.807;0.338;33.5405;42.1799
trigger-a-unbounded-lhs-2-historically;4l;62.514;62.140;0.343;35.408;44.2499
trigger-a-unbounded-lhs-2-historically;baseline;12.924;12.817;0.095;6.6008;8.70281
trigger-a-unbounded-lhs-2-historically;2n;28.674;28.484;0.171;15.2626;19.5361
trigger-a-unbounded-lhs-2-historically;2l;28.434;28.245;0.173;15.2514;19.4893
trigger-a-unbounded-lhs-2-historically;4n;62.477;62.115;0.340;33.3459;42.5524
trigger-a-unbounded-lhs-2-historically;4l;62.071;61.703;0.343;35.0896;43.8445
trigger-a-unbounded-lhs-2-historically;baseline;13.044;12.938;0.086;6.69184;8.81769
trigger-a-unbounded-lhs-2-historically;2n;28.424;28.210;0.174;15.0858;19.3036
trigger-a-unbounded-lhs-2-historically;2l;28.744;28.550;0.178;15.2476;19.7474
trigger-a-unbounded-lhs-2-historically;4n;62.365;61.974;0.342;33.5705;42.2748
trigger-a-unbounded-lhs-2-historically;4l;62.738;62.369;0.343;35.3083;44.4755
trigger-a-unbounded-lhs-2-historically;baseline;13.098;12.996;0.085;6.60971;8.8466
trigger-a-unbounded-lhs-2-historically;2n;28.998;28.807;0.174;15.2268;19.7421
trigger-a-unbounded-lhs-2-historically;2l;28.482;28.292;0.173;15.2476;19.5006
trigger-a-unbounded-lhs-2-historically;4n;63.361;62.993;0.341;34.1597;43.3987
trigger-a-unbounded-lhs-2-historically;4l;62.211;61.834;0.346;35.1241;43.9141
trigger-a-unbounded-lhs-2-historically;baseline;13.162;13.058;0.093;6.6764;8.91218
trigger-a-unbounded-lhs-2-historically;2n;28.804;28.607;0.178;15.1677;19.6679
trigger-a-unbounded-lhs-2-historically;2l;28.591;28.399;0.175;15.3594;19.6059
trigger-a-unbounded-lhs-2-historically;4n;62.592;62.161;0.351;33.6234;42.4722
trigger-a-unbounded-lhs-2-historically;4l;62.377;62.005;0.351;35.2436;44.0816
trigger-a-unbounded-lhs-2-historically;baseline;13.058;12.959;0.083;6.66796;8.86331
trigger-a-unbounded-lhs-2-historically;2n;28.905;28.716;0.172;15.2833;19.7679
trigger-a-unbounded-lhs-2-historically;2l;28.368;28.181;0.165;15.1818;19.4028
trigger-a-unbounded-lhs-2-historically;4n;62.028;61.668;0.341;33.4623;42.1169
trigger-a-unbounded-lhs-2-historically;4l;61.817;61.447;0.352;34.5519;43.6695
trigger-a-unbounded-lhs-2-historically;baseline;13.021;12.919;0.089;6.66668;8.79744
trigger-a-unbounded-lhs-2-historically;2n;28.454;28.239;0.179;15.1494;19.3412
trigger-a-unbounded-lhs-2-historically;2l;28.644;28.453;0.172;15.3689;19.6238
trigger-a-unbounded-lhs-2-historically;4n;64.887;64.489;0.363;35.4286;44.4059
trigger-a-unbounded-lhs-2-historically;4l;62.856;62.490;0.341;35.257;44.2238
trigger-a-unbounded-lhs-2-historically;baseline;13.028;12.898;0.092;6.65188;8.77245
trigger-a-unbounded-lhs-2-historically;2n;28.529;28.336;0.175;15.1347;19.3497
trigger-a-unbounded-lhs-2-historically;2l;28.455;28.267;0.167;15.2596;19.519
trigger-a-unbounded-lhs-2-historically;4n;63.015;62.634;0.348;33.663;42.895
trigger-a-unbounded-lhs-2-historically;4l;62.511;62.143;0.336;35.3957;44.2133
trigger-a-unbounded-lhs-2-historically;baseline;13.002;12.901;0.089;6.65143;8.76727
trigger-a-unbounded-lhs-2-historically;2n;28.337;28.149;0.175;15.0608;19.2827
trigger-a-unbounded-lhs-2-historically;2l;28.325;28.135;0.176;15.15;19.3597
trigger-a-unbounded-lhs-2-historically;4n;64.275;63.824;0.386;34.8036;44.0818
trigger-a-unbounded-lhs-2-historically;4l;81.792;80.311;0.519;46.3805;58.2061
trigger-a-unbounded-lhs-2-once;baseline;7.651;7.582;0.051;4.01541;5.427
trigger-a-unbounded-lhs-2-once;2n;16.978;16.840;0.117;9.28139;11.7094
trigger-a-unbounded-lhs-2-once;2l;17.266;17.146;0.101;9.44983;12.3379
trigger-a-unbounded-lhs-2-once;4n;35.804;35.585;0.201;20.3772;25.2159
trigger-a-unbounded-lhs-2-once;4l;41.690;41.457;0.211;24.1015;30.4377
trigger-a-unbounded-lhs-2-once;baseline;7.551;7.485;0.054;3.98356;5.36227
trigger-a-unbounded-lhs-2-once;2n;16.635;16.492;0.106;9.1454;11.4705
trigger-a-unbounded-lhs-2-once;2l;17.009;16.894;0.104;9.23126;12.0938
trigger-a-unbounded-lhs-2-once;4n;35.283;35.074;0.189;19.9557;24.8084
trigger-a-unbounded-lhs-2-once;4l;41.953;41.725;0.204;24.1685;30.7502
trigger-a-unbounded-lhs-2-once;baseline;7.614;7.548;0.055;4.01457;5.40272
trigger-a-unbounded-lhs-2-once;2n;16.633;16.490;0.111;9.14793;11.4982
trigger-a-unbounded-lhs-2-once;2l;17.305;17.188;0.097;9.45663;12.3751
trigger-a-unbounded-lhs-2-once;4n;35.742;35.524;0.195;20.3156;25.2064
trigger-a-unbounded-lhs-2-once;4l;41.804;41.575;0.214;24.0579;30.6333
trigger-a-unbounded-lhs-2-once;baseline;7.627;7.560;0.055;4.01422;5.40602
trigger-a-unbounded-lhs-2-once;2n;16.641;16.505;0.116;9.19663;11.5292
trigger-a-unbounded-lhs-2-once;2l;17.316;17.197;0.108;9.45121;12.3628
trigger-a-unbounded-lhs-2-once;4n;35.629;35.400;0.194;20.2386;25.1227
trigger-a-unbounded-lhs-2-once;4l;41.552;41.330;0.198;24.0548;30.4041
trigger-a-unbounded-lhs-2-once;baseline;7.476;7.409;0.061;3.9025;5.28022
trigger-a-unbounded-lhs-2-once;2n;16.627;16.511;0.105;9.10917;11.5371
trigger-a-unbounded-lhs-2-once;2l;17.490;17.372;0.104;9.49066;12.5279
trigger-a-unbounded-lhs-2-once;4n;35.583;35.371;0.188;20.2106;25.0666
trigger-a-unbounded-lhs-2-once;4l;41.901;41.675;0.207;24.2324;30.6006
trigger-a-unbounded-lhs-2-once;baseline;7.452;7.387;0.058;3.95093;5.27473
trigger-a-unbounded-lhs-2-once;2n;16.711;16.592;0.103;9.12749;11.5688
trigger-a-unbounded-lhs-2-once;2l;17.346;17.227;0.105;9.4728;12.3955
trigger-a-unbounded-lhs-2-once;4n;35.664;35.450;0.197;20.2341;25.1348
trigger-a-unbounded-lhs-2-once;4l;41.866;41.641;0.205;23.9868;30.6247
trigger-a-unbounded-lhs-2-once;baseline;7.390;7.327;0.053;3.90407;5.21928
trigger-a-unbounded-lhs-2-once;2n;16.501;16.387;0.097;9.08034;11.3924
trigger-a-unbounded-lhs-2-once;2l;17.266;17.147;0.098;9.43341;12.3151
trigger-a-unbounded-lhs-2-once;4n;36.111;35.886;0.205;20.3647;25.5327
trigger-a-unbounded-lhs-2-once;4l;41.688;41.464;0.199;24.1209;30.4676
trigger-a-unbounded-lhs-2-once;baseline;7.485;7.418;0.050;3.95577;5.2864
trigger-a-unbounded-lhs-2-once;2n;16.590;16.473;0.103;9.13979;11.4731
trigger-a-unbounded-lhs-2-once;2l;17.311;17.196;0.099;9.46209;12.377
trigger-a-unbounded-lhs-2-once;4n;35.991;35.773;0.198;20.2172;25.4045
trigger-a-unbounded-lhs-2-once;4l;42.009;41.781;0.208;24.1194;30.7653
trigger-a-unbounded-lhs-2-once;baseline;7.454;7.387;0.054;3.95705;5.27597
trigger-a-unbounded-lhs-2-once;2n;16.495;16.377;0.102;9.07449;11.3983
trigger-a-unbounded-lhs-2-once;2l;17.459;17.338;0.102;9.47412;12.5022
trigger-a-unbounded-lhs-2-once;4n;35.444;35.234;0.193;20.131;24.9721
trigger-a-unbounded-lhs-2-once;4l;41.800;41.574;0.207;24.1526;30.549
trigger-a-unbounded-lhs-2-once;baseline;7.574;7.507;0.050;4.01268;5.3582
trigger-a-unbounded-lhs-2-once;2n;16.481;16.365;0.104;9.05326;11.3751
trigger-a-unbounded-lhs-2-once;2l;17.518;17.401;0.103;9.61026;12.6213
trigger-a-unbounded-lhs-2-once;4n;35.448;35.236;0.196;20.1405;24.993
trigger-a-unbounded-lhs-2-once;4l;41.629;41.402;0.213;24.114;30.4654
trigger-a-unbounded-lhs-2-since;baseline;11.173;11.073;0.082;5.62947;7.51905
trigger-a-unbounded-lhs-2-since;2n;24.655;24.454;0.162;13.0405;16.7569
trigger-a-unbounded-lhs-2-since;2l;24.578;24.406;0.158;12.9167;16.7804
trigger-a-unbounded-lhs-2-since;4n;53.864;53.528;0.298;28.8218;37.0784
trigger-a-unbounded-lhs-2-since;4l;54.778;54.449;0.300;30.9285;39.3084
trigger-a-unbounded-lhs-2-since;baseline;11.233;11.138;0.083;5.69776;7.60167
trigger-a-unbounded-lhs-2-since;2n;25.179;24.993;0.164;13.3623;17.1413
trigger-a-unbounded-lhs-2-since;2l;27.171;26.883;0.221;14.6021;18.9303
trigger-a-unbounded-lhs-2-since;4n;57.636;57.070;0.421;31.2036;39.6039
trigger-a-unbounded-lhs-2-since;4l;57.458;56.960;0.413;32.4923;41.0279
trigger-a-unbounded-lhs-2-since;baseline;11.811;11.690;0.104;5.92122;7.93311
trigger-a-unbounded-lhs-2-since;2n;25.156;24.969;0.157;13.2861;17.0699
trigger-a-unbounded-lhs-2-since;2l;25.403;25.206;0.169;13.4538;17.4135
trigger-a-unbounded-lhs-2-since;4n;56.735;56.281;0.381;30.5509;38.8669
trigger-a-unbounded-lhs-2-since;4l;62.153;61.621;0.448;34.748;44.3328
trigger-a-unbounded-lhs-2-since;baseline;11.985;11.866;0.083;6.10311;8.12535
trigger-a-unbounded-lhs-2-since;2n;26.042;25.863;0.165;13.6859;17.646
trigger-a-unbounded-lhs-2-since;2l;25.412;25.235;0.163;13.4373;17.4186
trigger-a-unbounded-lhs-2-since;4n;56.559;56.112;0.385;30.3287;38.6351
trigger-a-unbounded-lhs-2-since;4l;56.207;55.857;0.315;31.6832;40.3168
trigger-a-unbounded-lhs-2-since;baseline;11.574;11.475;0.083;5.85905;7.80808
trigger-a-unbounded-lhs-2-since;2n;25.635;25.452;0.163;13.4828;17.4845
trigger-a-unbounded-lhs-2-since;2l;25.672;25.492;0.158;13.4294;17.6062
trigger-a-unbounded-lhs-2-since;4n;55.726;55.373;0.322;30.1161;38.5509
trigger-a-unbounded-lhs-2-since;4l;56.740;56.389;0.326;31.9148;40.6347
trigger-a-unbounded-lhs-2-since;baseline;11.520;11.424;0.078;5.87786;7.81225
trigger-a-unbounded-lhs-2-since;2n;25.939;25.760;0.164;13.7779;17.8057
trigger-a-unbounded-lhs-2-since;2l;25.460;25.279;0.165;13.4266;17.3974
trigger-a-unbounded-lhs-2-since;4n;54.956;54.583;0.311;29.8244;37.7982
trigger-a-unbounded-lhs-2-since;4l;56.101;55.752;0.314;31.905;40.1823
trigger-a-unbounded-lhs-2-since;baseline;11.725;11.625;0.091;5.93668;7.994
trigger-a-unbounded-lhs-2-since;2n;25.465;25.284;0.161;13.5587;17.3205
trigger-a-unbounded-lhs-2-since;2l;25.192;25.022;0.150;13.2566;17.2199
trigger-a-unbounded-lhs-2-since;4n;54.923;54.552;0.311;29.8621;37.7839
trigger-a-unbounded-lhs-2-since;4l;55.708;55.358;0.325;31.3397;39.8393
trigger-a-unbounded-lhs-2-since;baseline;11.628;11.533;0.073;5.88876;7.91221
trigger-a-unbounded-lhs-2-since;2n;25.381;25.175;0.164;13.4757;17.2536
trigger-a-unbounded-lhs-2-since;2l;25.960;25.775;0.157;13.6893;17.8893
trigger-a-unbounded-lhs-2-since;4n;54.986;54.646;0.314;29.8514;37.847
trigger-a-unbounded-lhs-2-since;4l;56.223;55.877;0.317;31.7596;40.3542
trigger-a-unbounded-lhs-2-since;baseline;11.564;11.465;0.086;5.92125;7.86238
trigger-a-unbounded-lhs-2-since;2n;25.738;25.544;0.166;13.6389;17.6256
trigger-a-unbounded-lhs-2-since;2l;25.195;25.023;0.154;13.2672;17.1985
trigger-a-unbounded-lhs-2-since;4n;54.872;54.531;0.312;29.7903;37.801
trigger-a-unbounded-lhs-2-since;4l;55.826;55.482;0.313;31.6251;39.9019
trigger-a-unbounded-lhs-2-since;baseline;11.566;11.468;0.085;5.90334;7.84524
trigger-a-unbounded-lhs-2-since;2n;25.312;25.129;0.156;13.4448;17.2554
trigger-a-unbounded-lhs-2-since;2l;25.576;25.397;0.158;13.3732;17.511
trigger-a-unbounded-lhs-2-since;4n;54.828;54.490;0.315;29.8235;37.753
trigger-a-unbounded-lhs-2-since;4l;55.940;55.587;0.322;31.7454;39.9899
trigger-a-bounded-lhs-2-historically;baseline;2.321;2.216;0.075;0.835128;1.70534
trigger-a-bounded-lhs-2-historically;2n;5.381;5.262;0.101;2.04588;3.92753
trigger-a-bounded-lhs-2-historically;2l;4.927;4.781;0.121;1.88201;3.7295
trigger-a-bounded-lhs-2-historically;4n;11.565;11.437;0.110;4.9409;8.13135
trigger-a-bounded-lhs-2-historically;4l;10.350;10.107;0.208;4.10201;7.86529
trigger-a-bounded-lhs-2-historically;baseline;2.107;2.035;0.058;0.748362;1.54687
trigger-a-bounded-lhs-2-historically;2n;5.074;4.971;0.086;1.95633;3.70244
trigger-a-bounded-lhs-2-historically;2l;4.891;4.753;0.116;1.87142;3.7185
trigger-a-bounded-lhs-2-historically;4n;12.249;12.072;0.132;5.2365;8.65915
trigger-a-bounded-lhs-2-historically;4l;11.559;11.266;0.251;4.7029;8.90883
trigger-a-bounded-lhs-2-historically;baseline;2.288;2.210;0.069;0.811801;1.69512
trigger-a-bounded-lhs-2-historically;2n;5.195;5.080;0.094;1.95822;3.76583
trigger-a-bounded-lhs-2-historically;2l;4.826;4.668;0.112;1.8369;3.63984
trigger-a-bounded-lhs-2-historically;4n;12.559;12.381;0.140;5.40825;8.93668
trigger-a-bounded-lhs-2-historically;4l;11.246;10.981;0.229;4.52572;8.6447
trigger-a-bounded-lhs-2-historically;baseline;2.169;2.091;0.070;0.770819;1.59289
trigger-a-bounded-lhs-2-historically;2n;5.299;5.179;0.086;2.01933;3.85319
trigger-a-bounded-lhs-2-historically;2l;4.886;4.752;0.116;1.88055;3.69129
trigger-a-bounded-lhs-2-historically;4n;12.417;12.270;0.132;5.35982;8.76657
trigger-a-bounded-lhs-2-historically;4l;10.941;10.627;0.244;4.38962;8.32717
trigger-a-bounded-lhs-2-historically;baseline;2.298;2.207;0.074;0.837949;1.70269
trigger-a-bounded-lhs-2-historically;2n;5.140;5.037;0.086;1.99317;3.72504
trigger-a-bounded-lhs-2-historically;2l;5.076;4.916;0.130;1.97197;3.85474
trigger-a-bounded-lhs-2-historically;4n;12.363;12.210;0.129;5.37992;8.75895
trigger-a-bounded-lhs-2-historically;4l;11.891;11.588;0.237;4.91496;9.22692
trigger-a-bounded-lhs-2-historically;baseline;2.313;2.242;0.060;0.848804;1.72858
trigger-a-bounded-lhs-2-historically;2n;5.522;5.419;0.088;2.1659;4.06175
trigger-a-bounded-lhs-2-historically;2l;5.569;5.401;0.129;2.21948;4.28918
trigger-a-bounded-lhs-2-historically;4n;12.824;12.648;0.128;5.49639;9.03871
trigger-a-bounded-lhs-2-historically;4l;12.194;11.869;0.249;4.92304;9.40694
trigger-a-bounded-lhs-2-historically;baseline;2.432;2.358;0.066;0.893394;1.82866
trigger-a-bounded-lhs-2-historically;2n;5.712;5.606;0.086;2.24266;4.20525
trigger-a-bounded-lhs-2-historically;2l;5.695;5.507;0.131;2.25865;4.38139
trigger-a-bounded-lhs-2-historically;4n;12.773;12.621;0.123;5.43827;9.0583
trigger-a-bounded-lhs-2-historically;4l;13.977;13.542;0.248;5.60297;10.7804
trigger-a-bounded-lhs-2-historically;baseline;2.164;2.088;0.062;0.753771;1.58648
trigger-a-bounded-lhs-2-historically;2n;5.452;5.346;0.088;2.12449;4.00657
trigger-a-bounded-lhs-2-historically;2l;4.887;4.736;0.128;1.84935;3.66686
trigger-a-bounded-lhs-2-historically;4n;12.369;12.210;0.130;5.25922;8.66066
trigger-a-bounded-lhs-2-historically;4l;12.039;11.268;0.248;4.65961;8.86679
trigger-a-bounded-lhs-2-historically;baseline;2.405;2.313;0.071;0.876086;1.80017
trigger-a-bounded-lhs-2-historically;2n;5.651;5.475;0.120;2.16209;4.08241
trigger-a-bounded-lhs-2-historically;2l;5.098;4.947;0.132;1.96753;3.86354
trigger-a-bounded-lhs-2-historically;4n;12.525;12.338;0.142;5.36702;8.80232
trigger-a-bounded-lhs-2-historically;4l;11.047;10.767;0.236;4.39097;8.45234
trigger-a-bounded-lhs-2-historically;baseline;2.521;2.421;0.076;0.939105;1.88861
trigger-a-bounded-lhs-2-historically;2n;5.380;5.251;0.106;2.04471;3.89903
trigger-a-bounded-lhs-2-historically;2l;5.391;5.215;0.128;2.07303;4.09482
trigger-a-bounded-lhs-2-historically;4n;12.685;12.490;0.152;5.39717;8.98815
trigger-a-bounded-lhs-2-historically;4l;11.672;11.371;0.253;4.71583;8.96537
trigger-a-bounded-lhs-2-once;baseline;1.349;1.290;0.046;0.550598;1.024
trigger-a-bounded-lhs-2-once;2n;2.847;2.772;0.058;1.12345;2.09006
trigger-a-bounded-lhs-2-once;2l;3.207;3.110;0.080;1.33902;2.50319
trigger-a-bounded-lhs-2-once;4n;7.776;7.615;0.128;3.76417;5.8773
trigger-a-bounded-lhs-2-once;4l;7.936;7.695;0.212;3.48096;6.31544
trigger-a-bounded-lhs-2-once;baseline;1.329;1.267;0.052;0.523882;1.00016
trigger-a-bounded-lhs-2-once;2n;3.110;3.022;0.069;1.28944;2.32734
trigger-a-bounded-lhs-2-once;2l;3.536;3.372;0.113;1.49549;2.73968
trigger-a-bounded-lhs-2-once;4n;6.886;6.785;0.085;3.10165;5.05666
trigger-a-bounded-lhs-2-once;4l;7.911;7.661;0.202;3.57776;6.31468
trigger-a-bounded-lhs-2-once;baseline;1.296;1.237;0.052;0.51369;0.979351
trigger-a-bounded-lhs-2-once;2n;3.155;3.057;0.076;1.32124;2.36407
trigger-a-bounded-lhs-2-once;2l;3.294;3.187;0.089;1.39091;2.56447
trigger-a-bounded-lhs-2-once;4n;6.583;6.463;0.085;2.9872;4.83143
