experiment;asymptotic;native real time;native user time;native sys time;native trigger time;native meval time
trigger-a-bounded-lhs-2-once;4l;7.596;7.410;0.169;3.36456;6.06876
trigger-a-bounded-lhs-2-once;baseline;1.395;1.333;0.050;0.555429;1.05325
trigger-a-bounded-lhs-2-once;2n;3.377;3.282;0.077;1.44039;2.53893
trigger-a-bounded-lhs-2-once;2l;3.598;3.468;0.120;1.51224;2.8124
trigger-a-bounded-lhs-2-once;4n;6.800;6.704;0.084;3.09921;4.98472
trigger-a-bounded-lhs-2-once;4l;7.435;7.230;0.173;3.30303;5.89506
trigger-a-bounded-lhs-2-once;baseline;1.328;1.268;0.044;0.551417;1.00933
trigger-a-bounded-lhs-2-once;2n;2.866;2.794;0.058;1.15266;2.12048
trigger-a-bounded-lhs-2-once;2l;3.023;2.931;0.081;1.26776;2.34273
trigger-a-bounded-lhs-2-once;4n;6.326;6.227;0.079;2.89487;4.61195
trigger-a-bounded-lhs-2-once;4l;7.200;7.025;0.155;3.18307;5.73683
trigger-a-bounded-lhs-2-once;baseline;1.268;1.215;0.048;0.507506;0.955083
trigger-a-bounded-lhs-2-once;2n;2.805;2.739;0.059;1.12658;2.07127
trigger-a-bounded-lhs-2-once;2l;3.036;2.911;0.079;1.26057;2.323
trigger-a-bounded-lhs-2-once;4n;6.268;6.176;0.078;2.85702;4.56845
trigger-a-bounded-lhs-2-once;4l;7.191;7.009;0.162;3.16966;5.72921
trigger-a-bounded-lhs-2-once;baseline;1.250;1.196;0.045;0.489384;0.936804
trigger-a-bounded-lhs-2-once;2n;2.767;2.699;0.059;1.11524;2.02817
trigger-a-bounded-lhs-2-once;2l;2.993;2.901;0.082;1.25544;2.3177
trigger-a-bounded-lhs-2-once;4n;6.312;6.222;0.076;2.87433;4.61293
trigger-a-bounded-lhs-2-once;4l;7.286;7.073;0.156;3.1985;5.76137
trigger-a-bounded-lhs-2-once;baseline;1.266;1.209;0.046;0.503519;0.948632
trigger-a-bounded-lhs-2-once;2n;2.797;2.731;0.054;1.12954;2.05897
trigger-a-bounded-lhs-2-once;2l;3.004;2.912;0.077;1.25865;2.32614
trigger-a-bounded-lhs-2-once;4n;6.391;6.299;0.081;2.9304;4.67068
trigger-a-bounded-lhs-2-once;4l;7.108;6.924;0.161;3.1604;5.63384
trigger-a-bounded-lhs-2-once;baseline;1.234;1.182;0.044;0.491338;0.929043
trigger-a-bounded-lhs-2-once;2n;2.779;2.679;0.055;1.11084;2.01318
trigger-a-bounded-lhs-2-once;2l;3.051;2.957;0.080;1.28324;2.36206
trigger-a-bounded-lhs-2-once;4n;6.323;6.234;0.075;2.9083;4.62351
trigger-a-bounded-lhs-2-once;4l;7.354;7.163;0.173;3.2337;5.84429
trigger-a-bounded-lhs-2-once;baseline;1.253;1.192;0.046;0.481574;0.928931
trigger-a-bounded-lhs-2-once;2n;2.892;2.823;0.058;1.19294;2.13958
trigger-a-bounded-lhs-2-once;2l;3.021;2.923;0.083;1.26118;2.32981
trigger-a-bounded-lhs-2-once;4n;6.271;6.178;0.075;2.87803;4.58179
trigger-a-bounded-lhs-2-once;4l;7.153;6.971;0.160;3.19524;5.6933
trigger-a-bounded-lhs-2-since;baseline;1.799;1.732;0.054;0.625626;1.34375
trigger-a-bounded-lhs-2-since;2n;4.175;4.085;0.080;1.531;3.03755
trigger-a-bounded-lhs-2-since;2l;3.948;3.835;0.106;1.4659;3.07949
trigger-a-bounded-lhs-2-since;4n;9.851;9.728;0.099;4.09298;7.11139
trigger-a-bounded-lhs-2-since;4l;8.921;8.717;0.190;3.51726;7.02658
trigger-a-bounded-lhs-2-since;baseline;1.884;1.810;0.064;0.6758;1.42107
trigger-a-bounded-lhs-2-since;2n;4.042;3.951;0.079;1.47932;2.91033
trigger-a-bounded-lhs-2-since;2l;4.101;3.984;0.104;1.53403;3.19615
trigger-a-bounded-lhs-2-since;4n;10.796;10.634;0.119;4.51989;7.81502
trigger-a-bounded-lhs-2-since;4l;9.255;9.030;0.209;3.66107;7.28908
trigger-a-bounded-lhs-2-since;baseline;1.877;1.807;0.059;0.659445;1.40478
trigger-a-bounded-lhs-2-since;2n;4.698;4.598;0.089;1.76589;3.45952
trigger-a-bounded-lhs-2-since;2l;4.177;4.058;0.105;1.55609;3.26495
trigger-a-bounded-lhs-2-since;4n;10.043;9.881;0.114;4.15953;7.17411
trigger-a-bounded-lhs-2-since;4l;9.645;9.376;0.221;3.78929;7.63186
trigger-a-bounded-lhs-2-since;baseline;1.739;1.679;0.050;0.620893;1.30391
trigger-a-bounded-lhs-2-since;2n;5.479;5.298;0.117;2.07455;4.06794
trigger-a-bounded-lhs-2-since;2l;5.199;5.005;0.170;1.97254;4.11931
trigger-a-bounded-lhs-2-since;4n;10.270;10.112;0.119;4.31966;7.40402
trigger-a-bounded-lhs-2-since;4l;9.665;9.378;0.247;3.81601;7.61534
trigger-a-bounded-lhs-2-since;baseline;1.969;1.878;0.074;0.714039;1.4769
trigger-a-bounded-lhs-2-since;2n;4.757;4.629;0.104;1.73924;3.47763
trigger-a-bounded-lhs-2-since;2l;4.327;4.201;0.107;1.59335;3.38884
trigger-a-bounded-lhs-2-since;4n;10.233;10.079;0.119;4.19925;7.30632
trigger-a-bounded-lhs-2-since;4l;9.381;9.156;0.203;3.73433;7.40388
trigger-a-bounded-lhs-2-since;baseline;1.772;1.709;0.051;0.634604;1.33192
trigger-a-bounded-lhs-2-since;2n;4.518;4.419;0.084;1.67789;3.27791
trigger-a-bounded-lhs-2-since;2l;4.325;4.208;0.107;1.61713;3.39703
trigger-a-bounded-lhs-2-since;4n;10.387;10.233;0.119;4.28603;7.42202
trigger-a-bounded-lhs-2-since;4l;12.610;12.159;0.362;5.04355;10.1781
trigger-a-bounded-lhs-2-since;baseline;1.945;1.872;0.062;0.677451;1.45772
trigger-a-bounded-lhs-2-since;2n;4.241;4.150;0.078;1.53218;3.06333
trigger-a-bounded-lhs-2-since;2l;4.216;4.028;0.117;1.54213;3.24118
trigger-a-bounded-lhs-2-since;4n;9.775;9.653;0.106;4.08265;6.99956
trigger-a-bounded-lhs-2-since;4l;10.023;9.735;0.248;3.8314;7.91269
trigger-a-bounded-lhs-2-since;baseline;1.797;1.733;0.058;0.630669;1.34783
trigger-a-bounded-lhs-2-since;2n;4.627;4.500;0.095;1.76425;3.40551
trigger-a-bounded-lhs-2-since;2l;4.324;4.167;0.108;1.59584;3.34861
trigger-a-bounded-lhs-2-since;4n;10.292;10.145;0.120;4.26574;7.37563
trigger-a-bounded-lhs-2-since;4l;9.260;9.041;0.196;3.68219;7.30912
trigger-a-bounded-lhs-2-since;baseline;1.898;1.825;0.058;0.674244;1.42401
trigger-a-bounded-lhs-2-since;2n;4.436;4.342;0.082;1.64091;3.21959
trigger-a-bounded-lhs-2-since;2l;4.277;4.147;0.105;1.61183;3.34228
trigger-a-bounded-lhs-2-since;4n;10.510;10.372;0.114;4.2849;7.54147
trigger-a-bounded-lhs-2-since;4l;9.326;9.094;0.208;3.64329;7.3532
trigger-a-bounded-lhs-2-since;baseline;1.780;1.706;0.058;0.626948;1.32807
trigger-a-bounded-lhs-2-since;2n;4.361;4.252;0.090;1.61691;3.1671
trigger-a-bounded-lhs-2-since;2l;4.824;4.574;0.163;1.84433;3.77037
trigger-a-bounded-lhs-2-since;4n;10.600;10.440;0.130;4.3539;7.59955
trigger-a-bounded-lhs-2-since;4l;8.924;8.680;0.218;3.49957;6.99721

