experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
trigger-a-unbounded-lhs-2-since;8l;5.787;5.620;0.064;5.53778
trigger-a-unbounded-lhs-2-since;baseline;0.141;0.118;0.018;0.103792
trigger-a-unbounded-lhs-2-since;2n;0.290;0.266;0.015;0.242245
trigger-a-unbounded-lhs-2-since;2l;0.336;0.312;0.016;0.287129
trigger-a-unbounded-lhs-2-since;4n;0.701;0.673;0.021;0.626345
trigger-a-unbounded-lhs-2-since;4l;1.323;1.287;0.029;1.23613
trigger-a-unbounded-lhs-2-since;8n;1.567;1.517;0.024;1.40271
trigger-a-unbounded-lhs-2-since;8l;5.666;5.595;0.056;5.50845
trigger-a-unbounded-lhs-2-since;baseline;0.133;0.114;0.014;0.100472
trigger-a-unbounded-lhs-2-since;2n;0.293;0.270;0.014;0.246049
trigger-a-unbounded-lhs-2-since;2l;0.351;0.325;0.016;0.299791
trigger-a-unbounded-lhs-2-since;4n;0.703;0.676;0.021;0.630918
trigger-a-unbounded-lhs-2-since;4l;1.349;1.311;0.027;1.26019
trigger-a-unbounded-lhs-2-since;8n;1.584;1.550;0.024;1.43433
trigger-a-unbounded-lhs-2-since;8l;5.646;5.574;0.056;5.48645
trigger-a-unbounded-lhs-2-since;baseline;0.134;0.114;0.016;0.100376
trigger-a-unbounded-lhs-2-since;2n;0.293;0.271;0.017;0.247703
trigger-a-unbounded-lhs-2-since;2l;0.336;0.310;0.016;0.284663
trigger-a-unbounded-lhs-2-since;4n;0.700;0.672;0.019;0.625431
trigger-a-unbounded-lhs-2-since;4l;1.307;1.267;0.030;1.21677
trigger-a-unbounded-lhs-2-since;8n;1.566;1.534;0.023;1.42112
trigger-a-unbounded-lhs-2-since;8l;5.586;5.515;0.059;5.43266
trigger-a-unbounded-lhs-2-since;baseline;0.139;0.115;0.014;0.100937
trigger-a-unbounded-lhs-2-since;2n;0.290;0.268;0.019;0.243086
trigger-a-unbounded-lhs-2-since;2l;0.345;0.321;0.015;0.295459
trigger-a-unbounded-lhs-2-since;4n;0.707;0.680;0.018;0.633775
trigger-a-unbounded-lhs-2-since;4l;1.310;1.274;0.028;1.22327
trigger-a-unbounded-lhs-2-since;8n;1.562;1.531;0.025;1.42163
trigger-a-unbounded-lhs-2-since;8l;5.613;5.545;0.053;5.46106
trigger-a-unbounded-lhs-2-since;baseline;0.134;0.112;0.014;0.098128
trigger-a-unbounded-lhs-2-since;2n;0.297;0.271;0.016;0.247118
trigger-a-unbounded-lhs-2-since;2l;0.343;0.318;0.016;0.293259
trigger-a-unbounded-lhs-2-since;4n;0.707;0.679;0.019;0.632372
trigger-a-unbounded-lhs-2-since;4l;1.322;1.282;0.031;1.22949
trigger-a-unbounded-lhs-2-since;8n;1.606;1.575;0.024;1.46327
trigger-a-unbounded-lhs-2-since;8l;5.576;5.498;0.053;5.41344
