experiment;asymptotic;rewritten real time;rewritten user time;rewritten sys time;rewritten meval time
release-a-bounded-lhs-2-eventually;2l;16.535;16.374;0.126;16.4324
release-a-bounded-lhs-2-eventually;4n;18.504;18.366;0.127;18.3477
release-a-bounded-lhs-2-eventually;4l;70.312;69.854;0.417;70.1548
release-a-bounded-lhs-2-eventually;baseline;3.825;3.771;0.045;3.77325
release-a-bounded-lhs-2-eventually;2n;8.408;8.325;0.068;8.33493
release-a-bounded-lhs-2-eventually;2l;17.115;16.976;0.116;17.0411
release-a-bounded-lhs-2-eventually;4n;18.639;18.500;0.128;18.476
release-a-bounded-lhs-2-eventually;4l;70.370;69.888;0.418;70.1831
release-a-bounded-lhs-2-eventually;baseline;3.790;3.740;0.035;3.74247
release-a-bounded-lhs-2-eventually;2n;8.280;8.197;0.070;8.20322
release-a-bounded-lhs-2-eventually;2l;16.262;16.123;0.121;16.1862
release-a-bounded-lhs-2-eventually;4n;18.445;18.310;0.112;18.2851
release-a-bounded-lhs-2-eventually;4l;70.414;69.956;0.414;70.2527
release-a-bounded-lhs-2-until;baseline;5.632;5.567;0.053;5.56941
release-a-bounded-lhs-2-until;2n;12.238;12.131;0.085;12.1225
release-a-bounded-lhs-2-until;2l;23.344;23.142;0.156;23.2084
release-a-bounded-lhs-2-until;4n;27.425;27.202;0.207;27.0619
release-a-bounded-lhs-2-until;4l;102.833;102.096;0.687;102.629
release-a-bounded-lhs-2-until;baseline;5.676;5.587;0.054;5.58901
release-a-bounded-lhs-2-until;2n;12.970;12.838;0.095;12.8302
release-a-bounded-lhs-2-until;2l;23.456;23.261;0.160;23.3261
release-a-bounded-lhs-2-until;4n;29.314;29.063;0.219;28.9149
release-a-bounded-lhs-2-until;4l;104.699;103.967;0.663;104.409
release-a-bounded-lhs-2-until;baseline;5.598;5.535;0.056;5.53765
release-a-bounded-lhs-2-until;2n;12.253;12.147;0.087;12.1392
release-a-bounded-lhs-2-until;2l;23.260;23.079;0.157;23.1529
release-a-bounded-lhs-2-until;4n;27.226;27.022;0.188;26.8682
release-a-bounded-lhs-2-until;4l;97.707;97.087;0.578;97.4916
release-a-bounded-lhs-2-until;baseline;5.448;5.396;0.038;5.39088
release-a-bounded-lhs-2-until;2n;11.891;11.801;0.079;11.7802
release-a-bounded-lhs-2-until;2l;22.431;22.282;0.139;22.324
release-a-bounded-lhs-2-until;4n;26.050;25.839;0.188;25.6705
release-a-bounded-lhs-2-until;4l;96.654;96.058;0.583;96.4541
release-a-bounded-lhs-2-until;baseline;5.337;5.282;0.050;5.27644
release-a-bounded-lhs-2-until;2n;11.858;11.752;0.080;11.7322
release-a-bounded-lhs-2-until;2l;22.275;22.130;0.133;22.1688
release-a-bounded-lhs-2-until;4n;26.612;26.425;0.172;26.2533
release-a-bounded-lhs-2-until;4l;101.016;100.397;0.585;100.797
release-a-bounded-lhs-2-until;baseline;5.448;5.396;0.042;5.39119
release-a-bounded-lhs-2-until;2n;11.855;11.767;0.072;11.748
release-a-bounded-lhs-2-until;2l;22.259;22.110;0.131;22.1527
release-a-bounded-lhs-2-until;4n;25.998;25.802;0.181;25.6325
release-a-bounded-lhs-2-until;4l;97.104;96.515;0.567;96.9046
release-a-bounded-lhs-2-until;baseline;5.325;5.272;0.044;5.26725
release-a-bounded-lhs-2-until;2n;12.016;11.923;0.080;11.9075
release-a-bounded-lhs-2-until;2l;22.248;22.103;0.133;22.1443
release-a-bounded-lhs-2-until;4n;26.377;26.188;0.177;26.0263
release-a-bounded-lhs-2-until;4l;99.157;98.538;0.578;98.9291
release-a-bounded-lhs-2-until;baseline;5.367;5.314;0.041;5.30831
release-a-bounded-lhs-2-until;2n;11.896;11.806;0.086;11.7863
release-a-bounded-lhs-2-until;2l;22.456;22.311;0.129;22.3522
release-a-bounded-lhs-2-until;4n;26.276;26.069;0.184;25.9041
release-a-bounded-lhs-2-until;4l;98.362;97.775;0.548;98.0983
release-a-bounded-lhs-2-until;baseline;5.262;5.210;0.038;5.2048
release-a-bounded-lhs-2-until;2n;11.702;11.584;0.080;11.564
release-a-bounded-lhs-2-until;2l;22.201;22.055;0.130;22.0938
release-a-bounded-lhs-2-until;4n;26.333;26.141;0.175;25.9764
release-a-bounded-lhs-2-until;4l;97.408;96.802;0.596;97.1967
release-a-bounded-lhs-2-until;baseline;6.032;5.972;0.050;5.96956
release-a-bounded-lhs-2-until;2n;13.137;13.041;0.088;13.0211
release-a-bounded-lhs-2-until;2l;23.964;23.811;0.134;23.853
release-a-bounded-lhs-2-until;4n;25.983;25.794;0.175;25.6338
release-a-bounded-lhs-2-until;4l;97.227;96.629;0.582;97.0286
